    ITER        TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
    1050   1.050E+04     0.0044   1.000E+01   0.0000   0.0029   1.203E-16   4.77085096E-16   5.98064212E-31   2.92887482E+02
    1060   1.060E+04     0.0038   1.000E+01   0.0000   0.0029   2.323E-16   2.62376926E-17   6.49104261E-31   2.92886417E+02
    1070   1.070E+04     0.0037   1.000E+01   0.0000   0.0029   1.948E-16   5.86734076E-16   8.57326106E-31   2.92885351E+02
    1080   1.080E+04     0.0048   1.000E+01   0.0000   0.0029   1.115E-16   7.77372958E-17   4.71212051E-31   2.92884285E+02
    1090   1.090E+04     0.0061   1.000E+01   0.0000   0.0029   1.915E-16   2.19406380E-16   8.59641735E-31   2.92883219E+02
    1100   1.100E+04     0.0037   1.000E+01   0.0000   0.0029   2.108E-16  -2.50522982E-16   8.34365932E-31   2.92882154E+02
    1110   1.110E+04     0.0045   1.000E+01   0.0000   0.0029   2.016E-16   2.04046849E-16   4.22202379E-31   2.92881088E+02
    1120   1.120E+04     0.0037   1.000E+01   0.0000   0.0029   1.398E-16   1.00252561E-16   5.57174291E-31   2.92880023E+02
    1130   1.130E+04     0.0037   1.000E+01   0.0000   0.0029   1.844E-16  -7.17741838E-17   8.24668783E-31   2.92878958E+02
    1140   1.140E+04     0.0043   1.000E+01   0.0000   0.0029   1.351E-16   4.62918188E-16   5.85239099E-31   2.92877893E+02
    1150   1.150E+04     0.0037   1.000E+01   0.0000   0.0030   1.364E-16   5.07262056E-16   6.99215219E-31   2.92876828E+02
    1160   1.160E+04     0.0037   1.000E+01   0.0000   0.0030   1.482E-16   2.87783397E-16   4.92475939E-31   2.92875763E+02
    1170   1.170E+04     0.0040   1.000E+01   0.0000   0.0030   1.442E-16  -3.17056855E-16   5.43581711E-31   2.92874698E+02
    1180   1.180E+04     0.0051   1.000E+01   0.0000   0.0030   1.659E-16  -1.29851280E-16   5.84342129E-31   2.92873633E+02
    1190   1.190E+04     0.0041   1.000E+01   0.0000   0.0030   1.401E-16  -1.04372529E-16   6.21504406E-31   2.92872569E+02
    1200   1.200E+04     0.0038   1.000E+01   0.0000   0.0030   1.863E-16   1.20527142E-16   8.42859521E-31   2.92871504E+02
